
Number of training patterns: 800

Initial weights : w5 =   9.5799 w4 =   6.6507 w3 =   2.8357 w2 =   6.3874 w1 =   5.6378 w0 =   5.2085 
Training weights: w5 =   0.0096 w4 =   0.0255 w3 =   0.0039 w2 =   0.0037 w1 =   0.0082 w0 =  -0.3783 Iteration 3593: Error Rate = 1.00%
Training weights: w5 =   0.0084 w4 =   0.0262 w3 =   0.0042 w2 =   0.0051 w1 =   0.0092 w0 =  -0.3783 Iteration 3594: Error Rate = 4.00%
Training weights: w5 =   0.0090 w4 =   0.0256 w3 =   0.0052 w2 =   0.0039 w1 =   0.0077 w0 =  -0.3784 Iteration 3595: Error Rate = 3.12%
Training weights: w5 =   0.0092 w4 =   0.0259 w3 =   0.0045 w2 =   0.0028 w1 =   0.0071 w0 =  -0.3785 Iteration 3596: Error Rate = 5.38%
Training weights: w5 =   0.0100 w4 =   0.0248 w3 =   0.0043 w2 =   0.0037 w1 =   0.0081 w0 =  -0.3786 Iteration 3597: Error Rate = 4.62%
Training weights: w5 =   0.0087 w4 =   0.0254 w3 =   0.0042 w2 =   0.0035 w1 =   0.0094 w0 =  -0.3786 Iteration 3598: Error Rate = 3.00%
Training weights: w5 =   0.0086 w4 =   0.0257 w3 =   0.0039 w2 =   0.0036 w1 =   0.0091 w0 =  -0.3786 Iteration 3599: Error Rate = 1.50%
Training weights: w5 =   0.0083 w4 =   0.0261 w3 =   0.0043 w2 =   0.0036 w1 =   0.0079 w0 =  -0.3787 Iteration 3600: Error Rate = 5.88%
Training weights: w5 =   0.0083 w4 =   0.0263 w3 =   0.0031 w2 =   0.0043 w1 =   0.0089 w0 =  -0.3787 Iteration 3601: Error Rate = 2.00%
Training weights: w5 =   0.0095 w4 =   0.0256 w3 =   0.0043 w2 =   0.0034 w1 =   0.0080 w0 =  -0.3788 Iteration 3602: Error Rate = 3.88%
Training weights: w5 =   0.0098 w4 =   0.0259 w3 =   0.0053 w2 =   0.0028 w1 =   0.0092 w0 =  -0.3788 Iteration 3603: Error Rate = 4.50%
Training weights: w5 =   0.0095 w4 =   0.0261 w3 =   0.0041 w2 =   0.0028 w1 =   0.0080 w0 =  -0.3789 Iteration 3604: Error Rate = 4.62%
Training weights: w5 =   0.0075 w4 =   0.0263 w3 =   0.0042 w2 =   0.0017 w1 =   0.0084 w0 =  -0.3790 Iteration 3605: Error Rate = 5.62%
Training weights: w5 =   0.0090 w4 =   0.0264 w3 =   0.0042 w2 =   0.0028 w1 =   0.0081 w0 =  -0.3790 Iteration 3606: Error Rate = 2.75%
Training weights: w5 =   0.0089 w4 =   0.0257 w3 =   0.0047 w2 =   0.0024 w1 =   0.0076 w0 =  -0.3791 Iteration 3607: Error Rate = 2.62%
Training weights: w5 =   0.0089 w4 =   0.0262 w3 =   0.0043 w2 =   0.0030 w1 =   0.0082 w0 =  -0.3791 Iteration 3608: Error Rate = 3.50%
Training weights: w5 =   0.0080 w4 =   0.0261 w3 =   0.0042 w2 =   0.0040 w1 =   0.0077 w0 =  -0.3792 Iteration 3609: Error Rate = 4.62%
Training weights: w5 =   0.0086 w4 =   0.0259 w3 =   0.0043 w2 =   0.0043 w1 =   0.0080 w0 =  -0.3792 Iteration 3610: Error Rate = 1.50%
Training weights: w5 =   0.0099 w4 =   0.0261 w3 =   0.0048 w2 =   0.0036 w1 =   0.0088 w0 =  -0.3792 Iteration 3611: Error Rate = 4.00%
Training weights: w5 =   0.0093 w4 =   0.0265 w3 =   0.0037 w2 =   0.0024 w1 =   0.0091 w0 =  -0.3793 Iteration 3612: Error Rate = 6.62%
Training weights: w5 =   0.0081 w4 =   0.0259 w3 =   0.0052 w2 =   0.0027 w1 =   0.0094 w0 =  -0.3794 Iteration 3613: Error Rate = 4.12%
Training weights: w5 =   0.0077 w4 =   0.0262 w3 =   0.0047 w2 =   0.0034 w1 =   0.0085 w0 =  -0.3795 Iteration 3614: Error Rate = 6.12%
Training weights: w5 =   0.0095 w4 =   0.0256 w3 =   0.0037 w2 =   0.0033 w1 =   0.0088 w0 =  -0.3796 Iteration 3615: Error Rate = 5.88%
Training weights: w5 =   0.0088 w4 =   0.0262 w3 =   0.0041 w2 =   0.0041 w1 =   0.0084 w0 =  -0.3796 Iteration 3616: Error Rate = 2.25%
Training weights: w5 =   0.0094 w4 =   0.0257 w3 =   0.0041 w2 =   0.0033 w1 =   0.0078 w0 =  -0.3797 Iteration 3617: Error Rate = 3.88%
Training weights: w5 =   0.0081 w4 =   0.0270 w3 =   0.0029 w2 =   0.0028 w1 =   0.0091 w0 =  -0.3797 Iteration 3618: Error Rate = 5.75%
Training weights: w5 =   0.0088 w4 =   0.0275 w3 =   0.0044 w2 =   0.0033 w1 =   0.0087 w0 =  -0.3797 Iteration 3619: Error Rate = 4.25%
Training weights: w5 =   0.0084 w4 =   0.0273 w3 =   0.0039 w2 =   0.0027 w1 =   0.0082 w0 =  -0.3798 Iteration 3620: Error Rate = 3.88%
Training weights: w5 =   0.0089 w4 =   0.0263 w3 =   0.0030 w2 =   0.0030 w1 =   0.0087 w0 =  -0.3799 Iteration 3621: Error Rate = 3.38%
Training weights: w5 =   0.0095 w4 =   0.0263 w3 =   0.0049 w2 =   0.0032 w1 =   0.0101 w0 =  -0.3799 Iteration 3622: Error Rate = 5.50%
Training weights: w5 =   0.0091 w4 =   0.0269 w3 =   0.0043 w2 =   0.0022 w1 =   0.0080 w0 =  -0.3800 Iteration 3623: Error Rate = 4.38%
Training weights: w5 =   0.0084 w4 =   0.0267 w3 =   0.0050 w2 =   0.0016 w1 =   0.0091 w0 =  -0.3801 Iteration 3624: Error Rate = 6.38%
Training weights: w5 =   0.0075 w4 =   0.0267 w3 =   0.0043 w2 =   0.0017 w1 =   0.0092 w0 =  -0.3802 Iteration 3625: Error Rate = 4.62%
Training weights: w5 =   0.0099 w4 =   0.0265 w3 =   0.0044 w2 =   0.0028 w1 =   0.0078 w0 =  -0.3802 Iteration 3626: Error Rate = 2.00%
Training weights: w5 =   0.0094 w4 =   0.0275 w3 =   0.0038 w2 =   0.0041 w1 =   0.0083 w0 =  -0.3802 Iteration 3627: Error Rate = 5.50%
Training weights: w5 =   0.0089 w4 =   0.0258 w3 =   0.0032 w2 =   0.0029 w1 =   0.0090 w0 =  -0.3804 Iteration 3628: Error Rate = 5.25%
Training weights: w5 =   0.0088 w4 =   0.0259 w3 =   0.0043 w2 =   0.0036 w1 =   0.0091 w0 =  -0.3804 Iteration 3629: Error Rate = 2.00%
Training weights: w5 =   0.0091 w4 =   0.0255 w3 =   0.0033 w2 =   0.0032 w1 =   0.0091 w0 =  -0.3805 Iteration 3630: Error Rate = 4.88%
Training weights: w5 =   0.0085 w4 =   0.0253 w3 =   0.0043 w2 =   0.0026 w1 =   0.0076 w0 =  -0.3806 Iteration 3631: Error Rate = 3.88%
Training weights: w5 =   0.0082 w4 =   0.0261 w3 =   0.0041 w2 =   0.0032 w1 =   0.0083 w0 =  -0.3806 Iteration 3632: Error Rate = 5.00%
Training weights: w5 =   0.0088 w4 =   0.0266 w3 =   0.0039 w2 =   0.0033 w1 =   0.0080 w0 =  -0.3806 Iteration 3633: Error Rate = 2.50%
Training weights: w5 =   0.0067 w4 =   0.0265 w3 =   0.0045 w2 =   0.0030 w1 =   0.0083 w0 =  -0.3807 Iteration 3634: Error Rate = 4.38%
Training weights: w5 =   0.0087 w4 =   0.0261 w3 =   0.0044 w2 =   0.0037 w1 =   0.0093 w0 =  -0.3807 Iteration 3635: Error Rate = 3.00%
Training weights: w5 =   0.0102 w4 =   0.0255 w3 =   0.0048 w2 =   0.0028 w1 =   0.0084 w0 =  -0.3808 Iteration 3636: Error Rate = 4.38%
Training weights: w5 =   0.0081 w4 =   0.0257 w3 =   0.0052 w2 =   0.0032 w1 =   0.0086 w0 =  -0.3809 Iteration 3637: Error Rate = 5.12%
Training weights: w5 =   0.0085 w4 =   0.0258 w3 =   0.0044 w2 =   0.0039 w1 =   0.0084 w0 =  -0.3809 Iteration 3638: Error Rate = 1.25%
Training weights: w5 =   0.0103 w4 =   0.0264 w3 =   0.0052 w2 =   0.0030 w1 =   0.0081 w0 =  -0.3809 Iteration 3639: Error Rate = 5.25%
Training weights: w5 =   0.0082 w4 =   0.0266 w3 =   0.0044 w2 =   0.0032 w1 =   0.0088 w0 =  -0.3810 Iteration 3640: Error Rate = 4.62%
Training weights: w5 =   0.0092 w4 =   0.0261 w3 =   0.0041 w2 =   0.0031 w1 =   0.0084 w0 =  -0.3811 Iteration 3641: Error Rate = 4.62%
Training weights: w5 =   0.0084 w4 =   0.0264 w3 =   0.0041 w2 =   0.0036 w1 =   0.0088 w0 =  -0.3811 Iteration 3642: Error Rate = 1.25%
Training weights: w5 =   0.0091 w4 =   0.0261 w3 =   0.0036 w2 =   0.0036 w1 =   0.0087 w0 =  -0.3812 Iteration 3643: Error Rate = 5.62%
Training weights: w5 =   0.0085 w4 =   0.0273 w3 =   0.0042 w2 =   0.0044 w1 =   0.0080 w0 =  -0.3812 Iteration 3644: Error Rate = 4.50%
Training weights: w5 =   0.0089 w4 =   0.0268 w3 =   0.0041 w2 =   0.0031 w1 =   0.0078 w0 =  -0.3813 Iteration 3645: Error Rate = 3.88%
Training weights: w5 =   0.0085 w4 =   0.0261 w3 =   0.0043 w2 =   0.0024 w1 =   0.0085 w0 =  -0.3814 Iteration 3646: Error Rate = 4.38%
Training weights: w5 =   0.0086 w4 =   0.0266 w3 =   0.0051 w2 =   0.0026 w1 =   0.0086 w0 =  -0.3814 Iteration 3647: Error Rate = 4.00%
Training weights: w5 =   0.0100 w4 =   0.0266 w3 =   0.0050 w2 =   0.0031 w1 =   0.0094 w0 =  -0.3814 Iteration 3648: Error Rate = 3.75%
Training weights: w5 =   0.0088 w4 =   0.0272 w3 =   0.0035 w2 =   0.0017 w1 =   0.0089 w0 =  -0.3815 Iteration 3649: Error Rate = 5.88%
Training weights: w5 =   0.0092 w4 =   0.0260 w3 =   0.0049 w2 =   0.0017 w1 =   0.0083 w0 =  -0.3816 Iteration 3650: Error Rate = 3.12%
Training weights: w5 =   0.0093 w4 =   0.0267 w3 =   0.0048 w2 =   0.0026 w1 =   0.0078 w0 =  -0.3816 Iteration 3651: Error Rate = 3.50%
Training weights: w5 =   0.0088 w4 =   0.0276 w3 =   0.0042 w2 =   0.0028 w1 =   0.0082 w0 =  -0.3816 Iteration 3652: Error Rate = 3.50%
Training weights: w5 =   0.0093 w4 =   0.0271 w3 =   0.0042 w2 =   0.0022 w1 =   0.0082 w0 =  -0.3817 Iteration 3653: Error Rate = 5.38%
Training weights: w5 =   0.0081 w4 =   0.0257 w3 =   0.0041 w2 =   0.0023 w1 =   0.0080 w0 =  -0.3819 Iteration 3654: Error Rate = 4.75%
Training weights: w5 =   0.0087 w4 =   0.0264 w3 =   0.0021 w2 =   0.0033 w1 =   0.0095 w0 =  -0.3819 Iteration 3655: Error Rate = 6.25%
Training weights: w5 =   0.0095 w4 =   0.0256 w3 =   0.0040 w2 =   0.0043 w1 =   0.0075 w0 =  -0.3820 Iteration 3656: Error Rate = 3.62%
Training weights: w5 =   0.0087 w4 =   0.0258 w3 =   0.0037 w2 =   0.0043 w1 =   0.0084 w0 =  -0.3820 Iteration 3657: Error Rate = 1.25%
Training weights: w5 =   0.0076 w4 =   0.0252 w3 =   0.0040 w2 =   0.0033 w1 =   0.0080 w0 =  -0.3821 Iteration 3658: Error Rate = 1.38%
Training weights: w5 =   0.0074 w4 =   0.0268 w3 =   0.0022 w2 =   0.0033 w1 =   0.0079 w0 =  -0.3821 Iteration 3659: Error Rate = 5.75%
Training weights: w5 =   0.0083 w4 =   0.0260 w3 =   0.0037 w2 =   0.0034 w1 =   0.0074 w0 =  -0.3822 Iteration 3660: Error Rate = 4.62%
Training weights: w5 =   0.0085 w4 =   0.0251 w3 =   0.0030 w2 =   0.0029 w1 =   0.0083 w0 =  -0.3823 Iteration 3661: Error Rate = 4.62%
Training weights: w5 =   0.0080 w4 =   0.0257 w3 =   0.0039 w2 =   0.0032 w1 =   0.0081 w0 =  -0.3823 Iteration 3662: Error Rate = 2.25%
Training weights: w5 =   0.0090 w4 =   0.0263 w3 =   0.0037 w2 =   0.0023 w1 =   0.0090 w0 =  -0.3823 Iteration 3663: Error Rate = 4.50%
Training weights: w5 =   0.0089 w4 =   0.0263 w3 =   0.0035 w2 =   0.0025 w1 =   0.0081 w0 =  -0.3824 Iteration 3664: Error Rate = 5.12%
Training weights: w5 =   0.0078 w4 =   0.0262 w3 =   0.0034 w2 =   0.0027 w1 =   0.0080 w0 =  -0.3825 Iteration 3665: Error Rate = 4.38%
Training weights: w5 =   0.0084 w4 =   0.0270 w3 =   0.0051 w2 =   0.0025 w1 =   0.0075 w0 =  -0.3825 Iteration 3666: Error Rate = 4.75%
Training weights: w5 =   0.0080 w4 =   0.0266 w3 =   0.0044 w2 =   0.0035 w1 =   0.0072 w0 =  -0.3826 Iteration 3667: Error Rate = 4.62%
Training weights: w5 =   0.0092 w4 =   0.0268 w3 =   0.0046 w2 =   0.0035 w1 =   0.0088 w0 =  -0.3826 Iteration 3668: Error Rate = 4.25%
Training weights: w5 =   0.0086 w4 =   0.0254 w3 =   0.0042 w2 =   0.0026 w1 =   0.0085 w0 =  -0.3828 Iteration 3669: Error Rate = 5.75%
Training weights: w5 =   0.0090 w4 =   0.0261 w3 =   0.0051 w2 =   0.0029 w1 =   0.0082 w0 =  -0.3828 Iteration 3670: Error Rate = 4.50%
Training weights: w5 =   0.0090 w4 =   0.0263 w3 =   0.0048 w2 =   0.0032 w1 =   0.0081 w0 =  -0.3828 Iteration 3671: Error Rate = 1.00%
Training weights: w5 =   0.0090 w4 =   0.0262 w3 =   0.0046 w2 =   0.0031 w1 =   0.0075 w0 =  -0.3829 Iteration 3672: Error Rate = 4.12%
Training weights: w5 =   0.0088 w4 =   0.0265 w3 =   0.0036 w2 =   0.0044 w1 =   0.0087 w0 =  -0.3829 Iteration 3673: Error Rate = 3.25%
Training weights: w5 =   0.0084 w4 =   0.0272 w3 =   0.0035 w2 =   0.0045 w1 =   0.0090 w0 =  -0.3829 Iteration 3674: Error Rate = 3.25%
Training weights: w5 =   0.0091 w4 =   0.0270 w3 =   0.0039 w2 =   0.0038 w1 =   0.0088 w0 =  -0.3830 Iteration 3675: Error Rate = 6.12%
Training weights: w5 =   0.0079 w4 =   0.0258 w3 =   0.0040 w2 =   0.0028 w1 =   0.0087 w0 =  -0.3832 Iteration 3676: Error Rate = 5.00%
Training weights: w5 =   0.0088 w4 =   0.0260 w3 =   0.0043 w2 =   0.0030 w1 =   0.0089 w0 =  -0.3832 Iteration 3677: Error Rate = 2.75%
Training weights: w5 =   0.0097 w4 =   0.0253 w3 =   0.0053 w2 =   0.0029 w1 =   0.0083 w0 =  -0.3833 Iteration 3678: Error Rate = 4.62%
Training weights: w5 =   0.0090 w4 =   0.0259 w3 =   0.0045 w2 =   0.0033 w1 =   0.0092 w0 =  -0.3833 Iteration 3679: Error Rate = 3.25%
Training weights: w5 =   0.0089 w4 =   0.0261 w3 =   0.0041 w2 =   0.0030 w1 =   0.0082 w0 =  -0.3834 Iteration 3680: Error Rate = 5.12%
Training weights: w5 =   0.0088 w4 =   0.0255 w3 =   0.0043 w2 =   0.0026 w1 =   0.0083 w0 =  -0.3835 Iteration 3681: Error Rate = 3.38%
Training weights: w5 =   0.0088 w4 =   0.0263 w3 =   0.0042 w2 =   0.0032 w1 =   0.0081 w0 =  -0.3835 Iteration 3682: Error Rate = 4.00%
Training weights: w5 =   0.0074 w4 =   0.0259 w3 =   0.0038 w2 =   0.0028 w1 =   0.0080 w0 =  -0.3836 Iteration 3683: Error Rate = 2.38%
Training weights: w5 =   0.0089 w4 =   0.0267 w3 =   0.0047 w2 =   0.0031 w1 =   0.0080 w0 =  -0.3836 Iteration 3684: Error Rate = 6.25%
Training weights: w5 =   0.0095 w4 =   0.0273 w3 =   0.0031 w2 =   0.0031 w1 =   0.0063 w0 =  -0.3837 Iteration 3685: Error Rate = 6.88%
Training weights: w5 =   0.0099 w4 =   0.0273 w3 =   0.0043 w2 =   0.0039 w1 =   0.0071 w0 =  -0.3837 Iteration 3686: Error Rate = 2.75%
Training weights: w5 =   0.0079 w4 =   0.0257 w3 =   0.0043 w2 =   0.0040 w1 =   0.0077 w0 =  -0.3839 Iteration 3687: Error Rate = 4.00%
Training weights: w5 =   0.0095 w4 =   0.0260 w3 =   0.0044 w2 =   0.0034 w1 =   0.0081 w0 =  -0.3839 Iteration 3688: Error Rate = 3.75%
Training weights: w5 =   0.0090 w4 =   0.0267 w3 =   0.0048 w2 =   0.0028 w1 =   0.0085 w0 =  -0.3839 Iteration 3689: Error Rate = 3.00%
Training weights: w5 =   0.0093 w4 =   0.0262 w3 =   0.0041 w2 =   0.0037 w1 =   0.0079 w0 =  -0.3840 Iteration 3690: Error Rate = 4.62%
Training weights: w5 =   0.0087 w4 =   0.0264 w3 =   0.0036 w2 =   0.0025 w1 =   0.0075 w0 =  -0.3841 Iteration 3691: Error Rate = 4.88%
Training weights: w5 =   0.0092 w4 =   0.0265 w3 =   0.0054 w2 =   0.0029 w1 =   0.0078 w0 =  -0.3841 Iteration 3692: Error Rate = 3.25%
Training weights: w5 =   0.0088 w4 =   0.0257 w3 =   0.0046 w2 =   0.0038 w1 =   0.0092 w0 =  -0.3842 Iteration 3693: Error Rate = 4.12%
Training weights: w5 =   0.0089 w4 =   0.0255 w3 =   0.0032 w2 =   0.0039 w1 =   0.0087 w0 =  -0.3843 Iteration 3694: Error Rate = 4.12%
Training weights: w5 =   0.0088 w4 =   0.0248 w3 =   0.0031 w2 =   0.0035 w1 =   0.0080 w0 =  -0.3844 Iteration 3695: Error Rate = 2.12%
Training weights: w5 =   0.0088 w4 =   0.0252 w3 =   0.0047 w2 =   0.0045 w1 =   0.0086 w0 =  -0.3844 Iteration 3696: Error Rate = 5.00%
Training weights: w5 =   0.0087 w4 =   0.0256 w3 =   0.0046 w2 =   0.0032 w1 =   0.0088 w0 =  -0.3845 Iteration 3697: Error Rate = 7.12%
Training weights: w5 =   0.0090 w4 =   0.0263 w3 =   0.0039 w2 =   0.0037 w1 =   0.0087 w0 =  -0.3845 Iteration 3698: Error Rate = 3.00%
Training weights: w5 =   0.0083 w4 =   0.0260 w3 =   0.0048 w2 =   0.0036 w1 =   0.0081 w0 =  -0.3846 Iteration 3699: Error Rate = 4.12%
Training weights: w5 =   0.0093 w4 =   0.0252 w3 =   0.0042 w2 =   0.0028 w1 =   0.0083 w0 =  -0.3847 Iteration 3700: Error Rate = 3.12%
Training weights: w5 =   0.0087 w4 =   0.0262 w3 =   0.0043 w2 =   0.0028 w1 =   0.0089 w0 =  -0.3847 Iteration 3701: Error Rate = 4.00%
Training weights: w5 =   0.0096 w4 =   0.0263 w3 =   0.0047 w2 =   0.0032 w1 =   0.0082 w0 =  -0.3847 Iteration 3702: Error Rate = 1.50%
Training weights: w5 =   0.0087 w4 =   0.0263 w3 =   0.0042 w2 =   0.0035 w1 =   0.0081 w0 =  -0.3848 Iteration 3703: Error Rate = 4.38%
Training weights: w5 =   0.0086 w4 =   0.0254 w3 =   0.0038 w2 =   0.0028 w1 =   0.0095 w0 =  -0.3849 Iteration 3704: Error Rate = 4.62%
Training weights: w5 =   0.0083 w4 =   0.0254 w3 =   0.0038 w2 =   0.0040 w1 =   0.0090 w0 =  -0.3850 Iteration 3705: Error Rate = 6.38%
Training weights: w5 =   0.0088 w4 =   0.0264 w3 =   0.0043 w2 =   0.0037 w1 =   0.0080 w0 =  -0.3850 Iteration 3706: Error Rate = 4.50%
Training weights: w5 =   0.0078 w4 =   0.0267 w3 =   0.0040 w2 =   0.0042 w1 =   0.0085 w0 =  -0.3850 Iteration 3707: Error Rate = 1.00%
Training weights: w5 =   0.0092 w4 =   0.0267 w3 =   0.0043 w2 =   0.0029 w1 =   0.0078 w0 =  -0.3851 Iteration 3708: Error Rate = 6.62%
Training weights: w5 =   0.0093 w4 =   0.0265 w3 =   0.0043 w2 =   0.0031 w1 =   0.0086 w0 =  -0.3851 Iteration 3709: Error Rate = 0.75%
Training weights: w5 =   0.0085 w4 =   0.0260 w3 =   0.0048 w2 =   0.0029 w1 =   0.0092 w0 =  -0.3852 Iteration 3710: Error Rate = 5.88%
Training weights: w5 =   0.0093 w4 =   0.0268 w3 =   0.0050 w2 =   0.0041 w1 =   0.0089 w0 =  -0.3852 Iteration 3711: Error Rate = 5.75%
Training weights: w5 =   0.0088 w4 =   0.0265 w3 =   0.0055 w2 =   0.0029 w1 =   0.0084 w0 =  -0.3853 Iteration 3712: Error Rate = 3.38%
Training weights: w5 =   0.0083 w4 =   0.0262 w3 =   0.0045 w2 =   0.0033 w1 =   0.0087 w0 =  -0.3854 Iteration 3713: Error Rate = 4.62%
Training weights: w5 =   0.0079 w4 =   0.0270 w3 =   0.0044 w2 =   0.0039 w1 =   0.0091 w0 =  -0.3854 Iteration 3714: Error Rate = 3.50%
Training weights: w5 =   0.0091 w4 =   0.0265 w3 =   0.0048 w2 =   0.0044 w1 =   0.0080 w0 =  -0.3855 Iteration 3715: Error Rate = 4.88%
Training weights: w5 =   0.0080 w4 =   0.0255 w3 =   0.0050 w2 =   0.0044 w1 =   0.0087 w0 =  -0.3856 Iteration 3716: Error Rate = 1.88%
Training weights: w5 =   0.0099 w4 =   0.0258 w3 =   0.0053 w2 =   0.0051 w1 =   0.0083 w0 =  -0.3856 Iteration 3717: Error Rate = 4.75%
Training weights: w5 =   0.0083 w4 =   0.0262 w3 =   0.0048 w2 =   0.0040 w1 =   0.0079 w0 =  -0.3857 Iteration 3718: Error Rate = 4.38%
Training weights: w5 =   0.0101 w4 =   0.0259 w3 =   0.0055 w2 =   0.0047 w1 =   0.0077 w0 =  -0.3857 Iteration 3719: Error Rate = 2.75%
Training weights: w5 =   0.0083 w4 =   0.0263 w3 =   0.0041 w2 =   0.0041 w1 =   0.0082 w0 =  -0.3858 Iteration 3720: Error Rate = 4.62%
Training weights: w5 =   0.0086 w4 =   0.0264 w3 =   0.0039 w2 =   0.0038 w1 =   0.0091 w0 =  -0.3858 Iteration 3721: Error Rate = 1.75%
Training weights: w5 =   0.0076 w4 =   0.0261 w3 =   0.0047 w2 =   0.0032 w1 =   0.0088 w0 =  -0.3859 Iteration 3722: Error Rate = 4.38%
Training weights: w5 =   0.0092 w4 =   0.0264 w3 =   0.0047 w2 =   0.0033 w1 =   0.0085 w0 =  -0.3859 Iteration 3723: Error Rate = 4.00%
Training weights: w5 =   0.0097 w4 =   0.0265 w3 =   0.0060 w2 =   0.0039 w1 =   0.0086 w0 =  -0.3859 Iteration 3724: Error Rate = 4.25%
Training weights: w5 =   0.0085 w4 =   0.0263 w3 =   0.0057 w2 =   0.0040 w1 =   0.0094 w0 =  -0.3860 Iteration 3725: Error Rate = 4.62%
Training weights: w5 =   0.0081 w4 =   0.0260 w3 =   0.0054 w2 =   0.0040 w1 =   0.0093 w0 =  -0.3861 Iteration 3726: Error Rate = 4.88%
Training weights: w5 =   0.0099 w4 =   0.0257 w3 =   0.0038 w2 =   0.0039 w1 =   0.0082 w0 =  -0.3862 Iteration 3727: Error Rate = 4.88%
Training weights: w5 =   0.0099 w4 =   0.0259 w3 =   0.0042 w2 =   0.0037 w1 =   0.0083 w0 =  -0.3862 Iteration 3728: Error Rate = 1.50%
Training weights: w5 =   0.0089 w4 =   0.0265 w3 =   0.0044 w2 =   0.0033 w1 =   0.0082 w0 =  -0.3862 Iteration 3729: Error Rate = 1.00%
Training weights: w5 =   0.0088 w4 =   0.0265 w3 =   0.0042 w2 =   0.0037 w1 =   0.0089 w0 =  -0.3862 Iteration 3730: Error Rate = 0.50%
Training weights: w5 =   0.0091 w4 =   0.0260 w3 =   0.0042 w2 =   0.0026 w1 =   0.0092 w0 =  -0.3863 Iteration 3731: Error Rate = 4.38%
Training weights: w5 =   0.0103 w4 =   0.0261 w3 =   0.0031 w2 =   0.0030 w1 =   0.0092 w0 =  -0.3863 Iteration 3732: Error Rate = 1.50%
Training weights: w5 =   0.0090 w4 =   0.0272 w3 =   0.0045 w2 =   0.0039 w1 =   0.0084 w0 =  -0.3863 Iteration 3733: Error Rate = 4.25%
Training weights: w5 =   0.0086 w4 =   0.0267 w3 =   0.0049 w2 =   0.0031 w1 =   0.0089 w0 =  -0.3864 Iteration 3734: Error Rate = 4.88%
Training weights: w5 =   0.0085 w4 =   0.0259 w3 =   0.0051 w2 =   0.0036 w1 =   0.0097 w0 =  -0.3865 Iteration 3735: Error Rate = 5.12%
Training weights: w5 =   0.0086 w4 =   0.0257 w3 =   0.0045 w2 =   0.0040 w1 =   0.0088 w0 =  -0.3866 Iteration 3736: Error Rate = 4.62%
Training weights: w5 =   0.0086 w4 =   0.0261 w3 =   0.0047 w2 =   0.0037 w1 =   0.0085 w0 =  -0.3866 Iteration 3737: Error Rate = 1.00%
Training weights: w5 =   0.0095 w4 =   0.0262 w3 =   0.0047 w2 =   0.0037 w1 =   0.0080 w0 =  -0.3866 Iteration 3738: Error Rate = 1.75%
Training weights: w5 =   0.0085 w4 =   0.0272 w3 =   0.0050 w2 =   0.0035 w1 =   0.0094 w0 =  -0.3866 Iteration 3739: Error Rate = 4.50%
Training weights: w5 =   0.0098 w4 =   0.0261 w3 =   0.0041 w2 =   0.0028 w1 =   0.0093 w0 =  -0.3867 Iteration 3740: Error Rate = 2.88%
Training weights: w5 =   0.0092 w4 =   0.0257 w3 =   0.0054 w2 =   0.0031 w1 =   0.0080 w0 =  -0.3868 Iteration 3741: Error Rate = 3.88%
Training weights: w5 =   0.0084 w4 =   0.0270 w3 =   0.0042 w2 =   0.0032 w1 =   0.0084 w0 =  -0.3868 Iteration 3742: Error Rate = 4.75%
Training weights: w5 =   0.0076 w4 =   0.0276 w3 =   0.0046 w2 =   0.0043 w1 =   0.0092 w0 =  -0.3868 Iteration 3743: Error Rate = 3.50%
Training weights: w5 =   0.0085 w4 =   0.0267 w3 =   0.0045 w2 =   0.0033 w1 =   0.0087 w0 =  -0.3869 Iteration 3744: Error Rate = 3.38%
Training weights: w5 =   0.0077 w4 =   0.0261 w3 =   0.0039 w2 =   0.0034 w1 =   0.0097 w0 =  -0.3870 Iteration 3745: Error Rate = 4.62%
Training weights: w5 =   0.0088 w4 =   0.0263 w3 =   0.0040 w2 =   0.0036 w1 =   0.0093 w0 =  -0.3870 Iteration 3746: Error Rate = 2.25%
Training weights: w5 =   0.0095 w4 =   0.0241 w3 =   0.0049 w2 =   0.0028 w1 =   0.0087 w0 =  -0.3872 Iteration 3747: Error Rate = 4.25%
Training weights: w5 =   0.0085 w4 =   0.0255 w3 =   0.0054 w2 =   0.0039 w1 =   0.0078 w0 =  -0.3872 Iteration 3748: Error Rate = 4.50%
Training weights: w5 =   0.0081 w4 =   0.0259 w3 =   0.0042 w2 =   0.0044 w1 =   0.0090 w0 =  -0.3872 Iteration 3749: Error Rate = 2.50%
Training weights: w5 =   0.0096 w4 =   0.0265 w3 =   0.0051 w2 =   0.0049 w1 =   0.0084 w0 =  -0.3872 Iteration 3750: Error Rate = 5.50%
Training weights: w5 =   0.0085 w4 =   0.0263 w3 =   0.0051 w2 =   0.0039 w1 =   0.0076 w0 =  -0.3873 Iteration 3751: Error Rate = 2.88%
Training weights: w5 =   0.0093 w4 =   0.0276 w3 =   0.0040 w2 =   0.0047 w1 =   0.0093 w0 =  -0.3872 Iteration 3752: Error Rate = 2.62%
Training weights: w5 =   0.0089 w4 =   0.0256 w3 =   0.0043 w2 =   0.0036 w1 =   0.0095 w0 =  -0.3874 Iteration 3753: Error Rate = 4.00%
